"STATISTIC","Statistic Label","TLIST(M1)","Month","C02196V02652","State","UNIT","VALUE"
"MSM01C2","Net Electricity Output","200807","2008M07","-","State","Gigawatt Hours","2135"
"MSM01C2","Net Electricity Output","200808","2008M08","-","State","Gigawatt Hours","2120"
"MSM01C2","Net Electricity Output","200809","2008M09","-","State","Gigawatt Hours","2144"
"MSM01C2","Net Electricity Output","200810","2008M10","-","State","Gigawatt Hours","2457"
"MSM01C2","Net Electricity Output","200811","2008M11","-","State","Gigawatt Hours","2532"
"MSM01C2","Net Electricity Output","200812","2008M12","-","State","Gigawatt Hours","2518"
"MSM01C2","Net Electricity Output","200901","2009M01","-","State","Gigawatt Hours","2609"
"MSM01C2","Net Electricity Output","200902","2009M02","-","State","Gigawatt Hours","2281"
"MSM01C2","Net Electricity Output","200903","2009M03","-","State","Gigawatt Hours","2293"
"MSM01C2","Net Electricity Output","200904","2009M04","-","State","Gigawatt Hours","2069"
"MSM01C2","Net Electricity Output","200905","2009M05","-","State","Gigawatt Hours","2036"
"MSM01C2","Net Electricity Output","200906","2009M06","-","State","Gigawatt Hours","1916"
"MSM01C2","Net Electricity Output","200907","2009M07","-","State","Gigawatt Hours","1916"
"MSM01C2","Net Electricity Output","200908","2009M08","-","State","Gigawatt Hours","1924"
"MSM01C2","Net Electricity Output","200909","2009M09","-","State","Gigawatt Hours","1977"
"MSM01C2","Net Electricity Output","200910","2009M10","-","State","Gigawatt Hours","2211"
"MSM01C2","Net Electricity Output","200911","2009M11","-","State","Gigawatt Hours","2292"
"MSM01C2","Net Electricity Output","200912","2009M12","-","State","Gigawatt Hours","2453"
"MSM01C2","Net Electricity Output","201001","2010M01","-","State","Gigawatt Hours","2491"
"MSM01C2","Net Electricity Output","201002","2010M02","-","State","Gigawatt Hours","2237"
"MSM01C2","Net Electricity Output","201003","2010M03","-","State","Gigawatt Hours","2371"
"MSM01C2","Net Electricity Output","201004","2010M04","-","State","Gigawatt Hours","2094"
"MSM01C2","Net Electricity Output","201005","2010M05","-","State","Gigawatt Hours","1993"
"MSM01C2","Net Electricity Output","201006","2010M06","-","State","Gigawatt Hours","1957"
"MSM01C2","Net Electricity Output","201007","2010M07","-","State","Gigawatt Hours","2060"
"MSM01C2","Net Electricity Output","201008","2010M08","-","State","Gigawatt Hours","1985"
"MSM01C2","Net Electricity Output","201009","2010M09","-","State","Gigawatt Hours","2128"
"MSM01C2","Net Electricity Output","201010","2010M10","-","State","Gigawatt Hours","2213"
"MSM01C2","Net Electricity Output","201011","2010M11","-","State","Gigawatt Hours","2378"
"MSM01C2","Net Electricity Output","201012","2010M12","-","State","Gigawatt Hours","2570"
"MSM01C2","Net Electricity Output","201101","2011M01","-","State","Gigawatt Hours","2491"
"MSM01C2","Net Electricity Output","201102","2011M02","-","State","Gigawatt Hours","2165"
"MSM01C2","Net Electricity Output","201103","2011M03","-","State","Gigawatt Hours","2247"
"MSM01C2","Net Electricity Output","201104","2011M04","-","State","Gigawatt Hours","1922"
"MSM01C2","Net Electricity Output","201105","2011M05","-","State","Gigawatt Hours","2004"
"MSM01C2","Net Electricity Output","201106","2011M06","-","State","Gigawatt Hours","1882"
"MSM01C2","Net Electricity Output","201107","2011M07","-","State","Gigawatt Hours","1928"
"MSM01C2","Net Electricity Output","201108","2011M08","-","State","Gigawatt Hours","1989"
"MSM01C2","Net Electricity Output","201109","2011M09","-","State","Gigawatt Hours","2006"
"MSM01C2","Net Electricity Output","201110","2011M10","-","State","Gigawatt Hours","2215"
"MSM01C2","Net Electricity Output","201111","2011M11","-","State","Gigawatt Hours","2302"
"MSM01C2","Net Electricity Output","201112","2011M12","-","State","Gigawatt Hours","2487"
"MSM01C2","Net Electricity Output","201201","2012M01","-","State","Gigawatt Hours","2491"
"MSM01C2","Net Electricity Output","201202","2012M02","-","State","Gigawatt Hours","2251"
"MSM01C2","Net Electricity Output","201203","2012M03","-","State","Gigawatt Hours","2138"
"MSM01C2","Net Electricity Output","201204","2012M04","-","State","Gigawatt Hours","2032"
"MSM01C2","Net Electricity Output","201205","2012M05","-","State","Gigawatt Hours","2044"
"MSM01C2","Net Electricity Output","201206","2012M06","-","State","Gigawatt Hours","1878"
"MSM01C2","Net Electricity Output","201207","2012M07","-","State","Gigawatt Hours","1928"
"MSM01C2","Net Electricity Output","201208","2012M08","-","State","Gigawatt Hours","1916"
"MSM01C2","Net Electricity Output","201209","2012M09","-","State","Gigawatt Hours","1900"
"MSM01C2","Net Electricity Output","201210","2012M10","-","State","Gigawatt Hours","2157"
"MSM01C2","Net Electricity Output","201211","2012M11","-","State","Gigawatt Hours","2275"
"MSM01C2","Net Electricity Output","201212","2012M12","-","State","Gigawatt Hours","2297"
"MSM01C2","Net Electricity Output","201301","2013M01","-","State","Gigawatt Hours","2275"
"MSM01C2","Net Electricity Output","201302","2013M02","-","State","Gigawatt Hours","2067"
"MSM01C2","Net Electricity Output","201303","2013M03","-","State","Gigawatt Hours","2359"
"MSM01C2","Net Electricity Output","201304","2013M04","-","State","Gigawatt Hours","2079"
"MSM01C2","Net Electricity Output","201305","2013M05","-","State","Gigawatt Hours","1754"
"MSM01C2","Net Electricity Output","201306","2013M06","-","State","Gigawatt Hours","1673"
"MSM01C2","Net Electricity Output","201307","2013M07","-","State","Gigawatt Hours","1769"
"MSM01C2","Net Electricity Output","201308","2013M08","-","State","Gigawatt Hours","1732"
"MSM01C2","Net Electricity Output","201309","2013M09","-","State","Gigawatt Hours","1830"
"MSM01C2","Net Electricity Output","201310","2013M10","-","State","Gigawatt Hours","1978"
"MSM01C2","Net Electricity Output","201311","2013M11","-","State","Gigawatt Hours","2007"
"MSM01C2","Net Electricity Output","201312","2013M12","-","State","Gigawatt Hours","2191"
"MSM01C2","Net Electricity Output","201401","2014M01","-","State","Gigawatt Hours","2116"
"MSM01C2","Net Electricity Output","201402","2014M02","-","State","Gigawatt Hours","1928"
"MSM01C2","Net Electricity Output","201403","2014M03","-","State","Gigawatt Hours","2109"
"MSM01C2","Net Electricity Output","201404","2014M04","-","State","Gigawatt Hours","1887"
"MSM01C2","Net Electricity Output","201405","2014M05","-","State","Gigawatt Hours","1881"
"MSM01C2","Net Electricity Output","201406","2014M06","-","State","Gigawatt Hours","1768"
"MSM01C2","Net Electricity Output","201407","2014M07","-","State","Gigawatt Hours","1847"
"MSM01C2","Net Electricity Output","201408","2014M08","-","State","Gigawatt Hours","1805"
"MSM01C2","Net Electricity Output","201409","2014M09","-","State","Gigawatt Hours","1879"
"MSM01C2","Net Electricity Output","201410","2014M10","-","State","Gigawatt Hours","1960"
"MSM01C2","Net Electricity Output","201411","2014M11","-","State","Gigawatt Hours","2117"
"MSM01C2","Net Electricity Output","201412","2014M12","-","State","Gigawatt Hours","2301"
"MSM01C2","Net Electricity Output","201501","2015M01","-","State","Gigawatt Hours","2401"
"MSM01C2","Net Electricity Output","201502","2015M02","-","State","Gigawatt Hours","2143"
"MSM01C2","Net Electricity Output","201503","2015M03","-","State","Gigawatt Hours","2299"
"MSM01C2","Net Electricity Output","201504","2015M04","-","State","Gigawatt Hours","2055"
"MSM01C2","Net Electricity Output","201505","2015M05","-","State","Gigawatt Hours","2121"
"MSM01C2","Net Electricity Output","201506","2015M06","-","State","Gigawatt Hours","1949"
"MSM01C2","Net Electricity Output","201507","2015M07","-","State","Gigawatt Hours","2100"
"MSM01C2","Net Electricity Output","201508","2015M08","-","State","Gigawatt Hours","2059"
"MSM01C2","Net Electricity Output","201509","2015M09","-","State","Gigawatt Hours","2130"
"MSM01C2","Net Electricity Output","201510","2015M10","-","State","Gigawatt Hours","2246"
"MSM01C2","Net Electricity Output","201511","2015M11","-","State","Gigawatt Hours","2339"
"MSM01C2","Net Electricity Output","201512","2015M12","-","State","Gigawatt Hours","2443"
"MSM01C2","Net Electricity Output","201601","2016M01","-","State","Gigawatt Hours","2505"
"MSM01C2","Net Electricity Output","201602","2016M02","-","State","Gigawatt Hours","2499"
"MSM01C2","Net Electricity Output","201603","2016M03","-","State","Gigawatt Hours","2458"
"MSM01C2","Net Electricity Output","201604","2016M04","-","State","Gigawatt Hours","2285"
"MSM01C2","Net Electricity Output","201605","2016M05","-","State","Gigawatt Hours","2180"
"MSM01C2","Net Electricity Output","201606","2016M06","-","State","Gigawatt Hours","2139"
"MSM01C2","Net Electricity Output","201607","2016M07","-","State","Gigawatt Hours","2293"
"MSM01C2","Net Electricity Output","201608","2016M08","-","State","Gigawatt Hours","2313"
"MSM01C2","Net Electricity Output","201609","2016M09","-","State","Gigawatt Hours","2283"
"MSM01C2","Net Electricity Output","201610","2016M10","-","State","Gigawatt Hours","2384"
"MSM01C2","Net Electricity Output","201611","2016M11","-","State","Gigawatt Hours","2513"
"MSM01C2","Net Electricity Output","201612","2016M12","-","State","Gigawatt Hours","2533"
"MSM01C2","Net Electricity Output","201701","2017M01","-","State","Gigawatt Hours","2679"
"MSM01C2","Net Electricity Output","201702","2017M02","-","State","Gigawatt Hours","2387"
"MSM01C2","Net Electricity Output","201703","2017M03","-","State","Gigawatt Hours","2494"
"MSM01C2","Net Electricity Output","201704","2017M04","-","State","Gigawatt Hours","2318"
"MSM01C2","Net Electricity Output","201705","2017M05","-","State","Gigawatt Hours","2199"
"MSM01C2","Net Electricity Output","201706","2017M06","-","State","Gigawatt Hours","2281"
"MSM01C2","Net Electricity Output","201707","2017M07","-","State","Gigawatt Hours","2333"
"MSM01C2","Net Electricity Output","201708","2017M08","-","State","Gigawatt Hours","2269"
"MSM01C2","Net Electricity Output","201709","2017M09","-","State","Gigawatt Hours","2355"
"MSM01C2","Net Electricity Output","201710","2017M10","-","State","Gigawatt Hours","2326"
"MSM01C2","Net Electricity Output","201711","2017M11","-","State","Gigawatt Hours","2466"
"MSM01C2","Net Electricity Output","201712","2017M12","-","State","Gigawatt Hours","2603"
"MSM01C2","Net Electricity Output","201801","2018M01","-","State","Gigawatt Hours","2646"
"MSM01C2","Net Electricity Output","201802","2018M02","-","State","Gigawatt Hours","2458"
"MSM01C2","Net Electricity Output","201803","2018M03","-","State","Gigawatt Hours","2560"
"MSM01C2","Net Electricity Output","201804","2018M04","-","State","Gigawatt Hours","2383"
"MSM01C2","Net Electricity Output","201805","2018M05","-","State","Gigawatt Hours","2344"
"MSM01C2","Net Electricity Output","201806","2018M06","-","State","Gigawatt Hours","2280"
"MSM01C2","Net Electricity Output","201807","2018M07","-","State","Gigawatt Hours","2290"
"MSM01C2","Net Electricity Output","201808","2018M08","-","State","Gigawatt Hours","2287"
"MSM01C2","Net Electricity Output","201809","2018M09","-","State","Gigawatt Hours","2188"
"MSM01C2","Net Electricity Output","201810","2018M10","-","State","Gigawatt Hours","2346"
"MSM01C2","Net Electricity Output","201811","2018M11","-","State","Gigawatt Hours","2537"
"MSM01C2","Net Electricity Output","201812","2018M12","-","State","Gigawatt Hours","2458"
"MSM01C2","Net Electricity Output","201901","2019M01","-","State","Gigawatt Hours","2111"
"MSM01C2","Net Electricity Output","201902","2019M02","-","State","Gigawatt Hours","2364"
"MSM01C2","Net Electricity Output","201903","2019M03","-","State","Gigawatt Hours","2429"
"MSM01C2","Net Electricity Output","201904","2019M04","-","State","Gigawatt Hours","2359"
"MSM01C2","Net Electricity Output","201905","2019M05","-","State","Gigawatt Hours","2313"
"MSM01C2","Net Electricity Output","201906","2019M06","-","State","Gigawatt Hours","2257"
"MSM01C2","Net Electricity Output","201907","2019M07","-","State","Gigawatt Hours","2104"
"MSM01C2","Net Electricity Output","201908","2019M08","-","State","Gigawatt Hours","2125"
"MSM01C2","Net Electricity Output","201909","2019M09","-","State","Gigawatt Hours","2141"
"MSM01C2","Net Electricity Output","201910","2019M10","-","State","Gigawatt Hours","2398"
"MSM01C2","Net Electricity Output","201911","2019M11","-","State","Gigawatt Hours","2674"
"MSM01C2","Net Electricity Output","201912","2019M12","-","State","Gigawatt Hours","2633"
"MSM01C2","Net Electricity Output","202001","2020M01","-","State","Gigawatt Hours","2641"
"MSM01C2","Net Electricity Output","202002","2020M02","-","State","Gigawatt Hours","2663"
"MSM01C2","Net Electricity Output","202003","2020M03","-","State","Gigawatt Hours","2398"
"MSM01C2","Net Electricity Output","202004","2020M04","-","State","Gigawatt Hours","2023"
"MSM01C2","Net Electricity Output","202005","2020M05","-","State","Gigawatt Hours","2213"
"MSM01C2","Net Electricity Output","202006","2020M06","-","State","Gigawatt Hours","2228"
"MSM01C2","Net Electricity Output","202007","2020M07","-","State","Gigawatt Hours","2344"
"MSM01C2","Net Electricity Output","202008","2020M08","-","State","Gigawatt Hours","2382"
"MSM01C2","Net Electricity Output","202009","2020M09","-","State","Gigawatt Hours","2432"
"MSM01C2","Net Electricity Output","202010","2020M10","-","State","Gigawatt Hours","2636"
"MSM01C2","Net Electricity Output","202011","2020M11","-","State","Gigawatt Hours","2662"
"MSM01C2","Net Electricity Output","202012","2020M12","-","State","Gigawatt Hours","2881"
"MSM01C2","Net Electricity Output","202101","2021M01","-","State","Gigawatt Hours","2820"
"MSM01C2","Net Electricity Output","202102","2021M02","-","State","Gigawatt Hours","2573"
"MSM01C2","Net Electricity Output","202103","2021M03","-","State","Gigawatt Hours","2572"
"MSM01C2","Net Electricity Output","202104","2021M04","-","State","Gigawatt Hours","2292"
"MSM01C2","Net Electricity Output","202105","2021M05","-","State","Gigawatt Hours","2221"
"MSM01C2","Net Electricity Output","202106","2021M06","-","State","Gigawatt Hours","2193"
"MSM01C2","Net Electricity Output","202107","2021M07","-","State","Gigawatt Hours","2055"
"MSM01C2","Net Electricity Output","202108","2021M08","-","State","Gigawatt Hours","2301"
"MSM01C2","Net Electricity Output","202109","2021M09","-","State","Gigawatt Hours","2310"
"MSM01C2","Net Electricity Output","202110","2021M10","-","State","Gigawatt Hours","2542"
"MSM01C2","Net Electricity Output","202111","2021M11","-","State","Gigawatt Hours","2741"
"MSM01C2","Net Electricity Output","202112","2021M12","-","State","Gigawatt Hours","2976"
"MSM01C2","Net Electricity Output","202201","2022M01","-","State","Gigawatt Hours","2910"
"MSM01C2","Net Electricity Output","202202","2022M02","-","State","Gigawatt Hours","2782"
"MSM01C2","Net Electricity Output","202203","2022M03","-","State","Gigawatt Hours","2766"
"MSM01C2","Net Electricity Output","202204","2022M04","-","State","Gigawatt Hours","2516"
"MSM01C2","Net Electricity Output","202205","2022M05","-","State","Gigawatt Hours","2530"
"MSM01C2","Net Electricity Output","202206","2022M06","-","State","Gigawatt Hours","2420"
"MSM01C2","Net Electricity Output","202207","2022M07","-","State","Gigawatt Hours","2511"
"MSM01C2","Net Electricity Output","202208","2022M08","-","State","Gigawatt Hours","2589"
"MSM01C2","Net Electricity Output","202209","2022M09","-","State","Gigawatt Hours","2497"
"MSM01C2","Net Electricity Output","202210","2022M10","-","State","Gigawatt Hours","2792"
"MSM01C2","Net Electricity Output","202211","2022M11","-","State","Gigawatt Hours","2970"
"MSM01C2","Net Electricity Output","202212","2022M12","-","State","Gigawatt Hours","3004"
"MSM01C2","Net Electricity Output","202301","2023M01","-","State","Gigawatt Hours","2883"
"MSM01C2","Net Electricity Output","202302","2023M02","-","State","Gigawatt Hours","2589"
"MSM01C2","Net Electricity Output","202303","2023M03","-","State","Gigawatt Hours","2814"
"MSM01C2","Net Electricity Output","202304","2023M04","-","State","Gigawatt Hours","2635"
"MSM01C2","Net Electricity Output","202305","2023M05","-","State","Gigawatt Hours","2323"
"MSM01C2","Net Electricity Output","202306","2023M06","-","State","Gigawatt Hours","2199"
"MSM01C2","Net Electricity Output","202307","2023M07","-","State","Gigawatt Hours","2319"
"MSM01C2","Net Electricity Output","202308","2023M08","-","State","Gigawatt Hours","2338"
"MSM01C2","Net Electricity Output","202309","2023M09","-","State","Gigawatt Hours","2289"
"MSM01C2","Net Electricity Output","202310","2023M10","-","State","Gigawatt Hours","2358"
"MSM01C2","Net Electricity Output","202311","2023M11","-","State","Gigawatt Hours","2649"
"MSM01C2","Net Electricity Output","202312","2023M12","-","State","Gigawatt Hours","2815"
"MSM01C2","Net Electricity Output","202401","2024M01","-","State","Gigawatt Hours","2873"
"MSM01C2","Net Electricity Output","202402","2024M02","-","State","Gigawatt Hours","2559"
"MSM01C2","Net Electricity Output","202403","2024M03","-","State","Gigawatt Hours","2705"
"MSM01C2","Net Electricity Output","202404","2024M04","-","State","Gigawatt Hours","2369"
"MSM01C2","Net Electricity Output","202405","2024M05","-","State","Gigawatt Hours","2243"
"MSM01C2","Net Electricity Output","202406","2024M06","-","State","Gigawatt Hours","2015"
"MSM01C2","Net Electricity Output","202407","2024M07","-","State","Gigawatt Hours","2141"
"MSM01C2","Net Electricity Output","202408","2024M08","-","State","Gigawatt Hours","2205"
