"STATISTIC","Statistic Label","TLIST(M1)","Month","C02196V02652","State","UNIT","VALUE"
"MSM01C1","Gross Electricity Output","200108","2001M08","-","State","Gigawatt Hours","1885"
"MSM01C1","Gross Electricity Output","200109","2001M09","-","State","Gigawatt Hours","1902"
"MSM01C1","Gross Electricity Output","200110","2001M10","-","State","Gigawatt Hours","2038"
"MSM01C1","Gross Electricity Output","200111","2001M11","-","State","Gigawatt Hours","2124"
"MSM01C1","Gross Electricity Output","200112","2001M12","-","State","Gigawatt Hours","2212"
"MSM01C1","Gross Electricity Output","200201","2002M01","-","State","Gigawatt Hours","2206"
"MSM01C1","Gross Electricity Output","200202","2002M02","-","State","Gigawatt Hours","1988"
"MSM01C1","Gross Electricity Output","200203","2002M03","-","State","Gigawatt Hours","2126"
"MSM01C1","Gross Electricity Output","200204","2002M04","-","State","Gigawatt Hours","2019"
"MSM01C1","Gross Electricity Output","200205","2002M05","-","State","Gigawatt Hours","1950"
"MSM01C1","Gross Electricity Output","200206","2002M06","-","State","Gigawatt Hours","1815"
"MSM01C1","Gross Electricity Output","200207","2002M07","-","State","Gigawatt Hours","1834"
"MSM01C1","Gross Electricity Output","200208","2002M08","-","State","Gigawatt Hours","1856"
"MSM01C1","Gross Electricity Output","200209","2002M09","-","State","Gigawatt Hours","1782"
"MSM01C1","Gross Electricity Output","200210","2002M10","-","State","Gigawatt Hours","2057"
"MSM01C1","Gross Electricity Output","200211","2002M11","-","State","Gigawatt Hours","2136"
"MSM01C1","Gross Electricity Output","200212","2002M12","-","State","Gigawatt Hours","2221"
"MSM01C1","Gross Electricity Output","200301","2003M01","-","State","Gigawatt Hours","2467"
"MSM01C1","Gross Electricity Output","200302","2003M02","-","State","Gigawatt Hours","2163"
"MSM01C1","Gross Electricity Output","200303","2003M03","-","State","Gigawatt Hours","1976"
"MSM01C1","Gross Electricity Output","200304","2003M04","-","State","Gigawatt Hours","2306"
"MSM01C1","Gross Electricity Output","200305","2003M05","-","State","Gigawatt Hours","1819"
"MSM01C1","Gross Electricity Output","200306","2003M06","-","State","Gigawatt Hours","1729"
"MSM01C1","Gross Electricity Output","200307","2003M07","-","State","Gigawatt Hours","2134"
"MSM01C1","Gross Electricity Output","200308","2003M08","-","State","Gigawatt Hours","1683"
"MSM01C1","Gross Electricity Output","200309","2003M09","-","State","Gigawatt Hours","1707"
"MSM01C1","Gross Electricity Output","200310","2003M10","-","State","Gigawatt Hours","2377"
"MSM01C1","Gross Electricity Output","200311","2003M11","-","State","Gigawatt Hours","2020"
"MSM01C1","Gross Electricity Output","200312","2003M12","-","State","Gigawatt Hours","2308"
"MSM01C1","Gross Electricity Output","200401","2004M01","-","State","Gigawatt Hours","2310"
"MSM01C1","Gross Electricity Output","200402","2004M02","-","State","Gigawatt Hours","2109"
"MSM01C1","Gross Electricity Output","200403","2004M03","-","State","Gigawatt Hours","2565"
"MSM01C1","Gross Electricity Output","200404","2004M04","-","State","Gigawatt Hours","1893"
"MSM01C1","Gross Electricity Output","200405","2004M05","-","State","Gigawatt Hours","1731"
"MSM01C1","Gross Electricity Output","200406","2004M06","-","State","Gigawatt Hours","2142"
"MSM01C1","Gross Electricity Output","200407","2004M07","-","State","Gigawatt Hours","1717"
"MSM01C1","Gross Electricity Output","200408","2004M08","-","State","Gigawatt Hours","1729"
"MSM01C1","Gross Electricity Output","200409","2004M09","-","State","Gigawatt Hours","2263"
"MSM01C1","Gross Electricity Output","200410","2004M10","-","State","Gigawatt Hours","1968"
"MSM01C1","Gross Electricity Output","200411","2004M11","-","State","Gigawatt Hours","2084"
"MSM01C1","Gross Electricity Output","200412","2004M12","-","State","Gigawatt Hours","2546"
"MSM01C1","Gross Electricity Output","200501","2005M01","-","State","Gigawatt Hours","2199"
"MSM01C1","Gross Electricity Output","200502","2005M02","-","State","Gigawatt Hours","2155"
"MSM01C1","Gross Electricity Output","200503","2005M03","-","State","Gigawatt Hours","2511"
"MSM01C1","Gross Electricity Output","200504","2005M04","-","State","Gigawatt Hours","1940"
"MSM01C1","Gross Electricity Output","200505","2005M05","-","State","Gigawatt Hours","1845"
"MSM01C1","Gross Electricity Output","200506","2005M06","-","State","Gigawatt Hours","2244"
"MSM01C1","Gross Electricity Output","200507","2005M07","-","State","Gigawatt Hours","1740"
"MSM01C1","Gross Electricity Output","200508","2005M08","-","State","Gigawatt Hours","1745"
"MSM01C1","Gross Electricity Output","200509","2005M09","-","State","Gigawatt Hours","2266"
"MSM01C1","Gross Electricity Output","200510","2005M10","-","State","Gigawatt Hours","1980"
"MSM01C1","Gross Electricity Output","200511","2005M11","-","State","Gigawatt Hours","2656"
"MSM01C1","Gross Electricity Output","200512","2005M12","-","State","Gigawatt Hours","2194"
"MSM01C1","Gross Electricity Output","200601","2006M01","-","State","Gigawatt Hours","2286"
"MSM01C1","Gross Electricity Output","200602","2006M02","-","State","Gigawatt Hours","2240"
"MSM01C1","Gross Electricity Output","200603","2006M03","-","State","Gigawatt Hours","2716"
"MSM01C1","Gross Electricity Output","200604","2006M04","-","State","Gigawatt Hours","2014"
"MSM01C1","Gross Electricity Output","200605","2006M05","-","State","Gigawatt Hours","2410"
"MSM01C1","Gross Electricity Output","200606","2006M06","-","State","Gigawatt Hours","1906"
"MSM01C1","Gross Electricity Output","200607","2006M07","-","State","Gigawatt Hours","1809"
"MSM01C1","Gross Electricity Output","200608","2006M08","-","State","Gigawatt Hours","2188"
"MSM01C1","Gross Electricity Output","200609","2006M09","-","State","Gigawatt Hours","1970"
"MSM01C1","Gross Electricity Output","200610","2006M10","-","State","Gigawatt Hours","2060"
"MSM01C1","Gross Electricity Output","200611","2006M11","-","State","Gigawatt Hours","2761"
"MSM01C1","Gross Electricity Output","200612","2006M12","-","State","Gigawatt Hours","2389"
"MSM01C1","Gross Electricity Output","200701","2007M01","-","State","Gigawatt Hours","2637"
"MSM01C1","Gross Electricity Output","200702","2007M02","-","State","Gigawatt Hours","2386"
"MSM01C1","Gross Electricity Output","200703","2007M03","-","State","Gigawatt Hours","2509"
"MSM01C1","Gross Electricity Output","200704","2007M04","-","State","Gigawatt Hours","2069"
"MSM01C1","Gross Electricity Output","200705","2007M05","-","State","Gigawatt Hours","2091"
"MSM01C1","Gross Electricity Output","200706","2007M06","-","State","Gigawatt Hours","2023"
"MSM01C1","Gross Electricity Output","200707","2007M07","-","State","Gigawatt Hours","2057"
"MSM01C1","Gross Electricity Output","200708","2007M08","-","State","Gigawatt Hours","2137"
"MSM01C1","Gross Electricity Output","200709","2007M09","-","State","Gigawatt Hours","2206"
"MSM01C1","Gross Electricity Output","200710","2007M10","-","State","Gigawatt Hours","2482"
"MSM01C1","Gross Electricity Output","200711","2007M11","-","State","Gigawatt Hours","2584"
"MSM01C1","Gross Electricity Output","200712","2007M12","-","State","Gigawatt Hours","2721"
"MSM01C1","Gross Electricity Output","200801","2008M01","-","State","Gigawatt Hours","2796"
"MSM01C1","Gross Electricity Output","200802","2008M02","-","State","Gigawatt Hours","2537"
"MSM01C1","Gross Electricity Output","200803","2008M03","-","State","Gigawatt Hours","2547"
"MSM01C1","Gross Electricity Output","200804","2008M04","-","State","Gigawatt Hours","2351"
"MSM01C1","Gross Electricity Output","200805","2008M05","-","State","Gigawatt Hours","2257"
"MSM01C1","Gross Electricity Output","200806","2008M06","-","State","Gigawatt Hours","2234"
"MSM01C1","Gross Electricity Output","200807","2008M07","-","State","Gigawatt Hours","2262"
"MSM01C1","Gross Electricity Output","200808","2008M08","-","State","Gigawatt Hours","2246"
"MSM01C1","Gross Electricity Output","200809","2008M09","-","State","Gigawatt Hours","2268"
"MSM01C1","Gross Electricity Output","200810","2008M10","-","State","Gigawatt Hours","2592"
"MSM01C1","Gross Electricity Output","200811","2008M11","-","State","Gigawatt Hours","2666"
"MSM01C1","Gross Electricity Output","200812","2008M12","-","State","Gigawatt Hours","2657"
"MSM01C1","Gross Electricity Output","200901","2009M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200902","2009M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200903","2009M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200904","2009M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200905","2009M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200906","2009M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200907","2009M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200908","2009M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200909","2009M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200910","2009M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200911","2009M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","200912","2009M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201001","2010M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201002","2010M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201003","2010M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201004","2010M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201005","2010M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201006","2010M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201007","2010M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201008","2010M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201009","2010M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201010","2010M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201011","2010M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201012","2010M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201101","2011M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201102","2011M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201103","2011M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201104","2011M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201105","2011M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201106","2011M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201107","2011M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201108","2011M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201109","2011M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201110","2011M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201111","2011M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201112","2011M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201201","2012M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201202","2012M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201203","2012M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201204","2012M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201205","2012M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201206","2012M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201207","2012M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201208","2012M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201209","2012M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201210","2012M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201211","2012M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201212","2012M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201301","2013M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201302","2013M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201303","2013M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201304","2013M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201305","2013M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201306","2013M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201307","2013M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201308","2013M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201309","2013M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201310","2013M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201311","2013M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201312","2013M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201401","2014M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201402","2014M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201403","2014M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201404","2014M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201405","2014M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201406","2014M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201407","2014M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201408","2014M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201409","2014M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201410","2014M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201411","2014M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201412","2014M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201501","2015M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201502","2015M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201503","2015M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201504","2015M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201505","2015M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201506","2015M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201507","2015M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201508","2015M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201509","2015M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201510","2015M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201511","2015M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201512","2015M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201601","2016M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201602","2016M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201603","2016M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201604","2016M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201605","2016M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201606","2016M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201607","2016M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201608","2016M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201609","2016M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201610","2016M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201611","2016M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201612","2016M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201701","2017M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201702","2017M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201703","2017M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201704","2017M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201705","2017M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201706","2017M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201707","2017M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201708","2017M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201709","2017M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201710","2017M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201711","2017M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201712","2017M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201801","2018M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201802","2018M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201803","2018M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201804","2018M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201805","2018M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201806","2018M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201807","2018M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201808","2018M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201809","2018M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201810","2018M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201811","2018M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201812","2018M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201901","2019M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201902","2019M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201903","2019M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201904","2019M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201905","2019M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201906","2019M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201907","2019M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201908","2019M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201909","2019M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201910","2019M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201911","2019M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","201912","2019M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202001","2020M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202002","2020M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202003","2020M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202004","2020M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202005","2020M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202006","2020M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202007","2020M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202008","2020M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202009","2020M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202010","2020M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202011","2020M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202012","2020M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202101","2021M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202102","2021M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202103","2021M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202104","2021M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202105","2021M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202106","2021M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202107","2021M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202108","2021M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202109","2021M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202110","2021M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202111","2021M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202112","2021M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202201","2022M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202202","2022M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202203","2022M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202204","2022M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202205","2022M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202206","2022M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202207","2022M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202208","2022M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202209","2022M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202210","2022M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202211","2022M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202212","2022M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202301","2023M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202302","2023M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202303","2023M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202304","2023M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202305","2023M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202306","2023M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202307","2023M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202308","2023M08","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202309","2023M09","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202310","2023M10","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202311","2023M11","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202312","2023M12","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202401","2024M01","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202402","2024M02","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202403","2024M03","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202404","2024M04","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202405","2024M05","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202406","2024M06","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202407","2024M07","-","State","Gigawatt Hours",""
"MSM01C1","Gross Electricity Output","202408","2024M08","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197501","1975M01","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197502","1975M02","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197503","1975M03","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197504","1975M04","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197505","1975M05","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197506","1975M06","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197507","1975M07","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197508","1975M08","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197509","1975M09","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197510","1975M10","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197511","1975M11","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197512","1975M12","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197601","1976M01","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197602","1976M02","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197603","1976M03","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197604","1976M04","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197605","1976M05","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197606","1976M06","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197607","1976M07","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197608","1976M08","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197609","1976M09","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197610","1976M10","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197611","1976M11","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197612","1976M12","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197701","1977M01","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197702","1977M02","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197703","1977M03","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197704","1977M04","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197705","1977M05","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197706","1977M06","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197707","1977M07","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197708","1977M08","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197709","1977M09","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197710","1977M10","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197711","1977M11","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197712","1977M12","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197801","1978M01","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197802","1978M02","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197803","1978M03","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197804","1978M04","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197805","1978M05","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197806","1978M06","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197807","1978M07","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197808","1978M08","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197809","1978M09","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197810","1978M10","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197811","1978M11","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197812","1978M12","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197901","1979M01","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197902","1979M02","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197903","1979M03","-","State","Gigawatt Hours",""
"MSM01C2","Net Electricity Output","197904","1979M04","-","State","Gigawatt Hours",""
